minor: 0,minor: 1,minor: 2,minor: 3,minor: 4,minor: 5,minor: 6,minor: 7,minor: 8,minor: 9,minor: 10,minor: 11,minor: 12,minor: 13,minor: 14,minor: 15,minor: 16,minor: 17,minor: 18,minor: 19,minor: 20,minor: 21,minor: 22,minor: 23,minor: 24,label
-80.83333333,-81.75,-80,-83.33333333,-91.33333333,-81.5,-80,-73.33333333,-71.83333333,-81.16666667,-82.83333333,-80.33333333,-73.25,-69.5,-76,-78,-82.83333333,-73.14285714,-74.75,-65.71428571,-70.5,-62,-54,-75,-61.88888889,96
-77,-80.57142857,-72.77777778,-76.5,-73.42857143,-71,-68,-67.1,-75.25,-75.66666667,-68.35714286,-69.25,-71.33333333,-68.125,-66.2,-66.125,-72.66666667,-63.14285714,-63.9,-57.875,-61.55555556,-62.5,-59.5,-65.71428571,-62.28571429,96
-72,-75.14285714,-72.2,-72,-79,-70.75,-73.45454545,-72.61538462,-69.22222222,-77.25,-70,-73.33333333,-70.28571429,-71,-71,-65.45454545,-69,-59.53846154,-59.92857143,-63.28571429,-65.4,-65.66666667,-54.9375,-67.23076923,-53,96
-72.33333333,-74.1,-79.75,-72.33333333,-74.25,-72.25,-71.57142857,-64.55555556,-71,-74.5,-73,-67.125,-67.66666667,-70.875,-72.53846154,-71,-70.33333333,-62.33333333,-67.5,-61.13333333,-67.25,-64.81818182,-55.22222222,-61.41666667,-49.72727273,96
-72.6,-71.44444444,-69.22222222,-65.33333333,-68.55555556,-75.66666667,-64.6,-65.42857143,-71.33333333,-65.28571429,-77.7,-69.4,-69.07142857,-67.75,-69.66666667,-79.8,-71.38461538,-66.375,-58.07142857,-55.25,-73.9,-73.71428571,-67.90909091,-64.875,-59.8,97
-80.66666667,-72.33333333,-70.83333333,-64.375,-66.44444444,-72.14285714,-68.33333333,-64.41666667,-67.91666667,-65.57142857,-70.8,-68.21428571,-65.53846154,-64.14285714,-60.6,-75.66666667,-73.5,-62.4,-60.8,-54,-82.33333333,-71.66666667,-64.5,-66,-66.7,97
-81,-84.5,-85.4,-77.8,-76.875,-83.25,-83.66666667,-77,-76.4,-78.33333333,-83.5,-68,-76.2,-74.83333333,-76.5,-81.6,-85,-72,-71,-70.57142857,-85.75,-78.66666667,-68.375,-70.16666667,-68.5,97
-78.85714286,-77.14285714,-80,-67.75,-68,-73.90909091,-69.6,-62.6,-69.625,-69.27272727,-71.5,-68.7,-64.71428571,-64.28571429,-63.66666667,-70.57142857,-63,-63.375,-65.6,-61.9,-73.22222222,-67.33333333,-63.86666667,-68.5,-58.93333333,97
-76.2,-75.25,-74.71428571,-70.85714286,-71.69230769,-69.42857143,-76.22222222,-62.73333333,-62,-69.875,-74.42857143,-72.71428571,-68.7,-64.71428571,-65.375,-71.22222222,-74.75,-62.76923077,-62.66666667,-51.30769231,-79.75,-66,-61.83333333,-70.90909091,-57,97
-83,-83.33333333,-71,-77.33333333,-75.66666667,-74.8,-82.75,-62.5,-72.77777778,-64.22222222,-72.2,-79.33333333,-66,-58.125,-68.71428571,-75.22222222,-71.66666667,-68.5,-65.2,-54.875,-70.85714286,-65.66666667,-60.66666667,-63.25,-65.75,98
-75,-80.5,-82.55555556,-78.6,-84.2,-78,-76.5,-81.25,-77.66666667,-73.72727273,-82.28571429,-82.66666667,-66.5,-66.71428571,-70.33333333,-75.77777778,-80.33333333,-68.33333333,-67.11111111,-58.76923077,-76.8,-72.1,-67.4,-70.2,-58.75,98
-74,-77,-73.9,-74.83333333,-74,-76.625,-72.5,-71,-65.375,-73,-74.25,-65,-66,-61,-61.83333333,-66.14285714,-68.2,-66.58333333,-67.33333333,-58.66666667,-71.42857143,-62.15384615,-55.5,-62.625,-63.83333333,98
-74,-74,-70.33333333,-71.85714286,-72.5,-73.83333333,-73.14285714,-65.6,-66.23076923,-69.09090909,-67,-66.6,-67,-59.66666667,-70.21428571,-63.66666667,-74.71428571,-69.06666667,-59.57142857,-63.375,-68.11111111,-68.53333333,-62.52941176,-68.125,-62.5,98
-78.3,-74.11111111,-73.14285714,-72,-77.5,-69.71428571,-69.375,-62.23076923,-65.73333333,-73,-77.83333333,-68.63636364,-63.90909091,-62.25,-65.44444444,-65.8,-67.5,-66.58333333,-61.90909091,-59.07692308,-69.23076923,-63.57142857,-51.44444444,-61.85714286,-57.42857143,98
-79.42857143,-68.41666667,-71.63636364,-68.71428571,-76.5,-71.375,-66.83333333,-66,-67.6,-73.6,-74.5,-69.875,-70,-60.5,-69.18181818,-68.33333333,-67.125,-62.2,-61.81818182,-59.41666667,-68.25,-64.92307692,-59.05882353,-61.0625,-57.66666667,99
-74.5,-67.72727273,-73.11111111,-70.46666667,-73.77777778,-72.27272727,-71.09090909,-71.54545455,-74.42857143,-74.125,-70,-75.45454545,-68,-62,-69,-71.33333333,-68.57142857,-60.4,-59.36363636,-62.2,-70.2,-65.76923077,-54.42857143,-56.88888889,-56.1,99
-77.57142857,-70.83333333,-72,-68.53846154,-73.5,-70.71428571,-75.125,-67.4,-68.66666667,-73.2,-67.25,-72,-70.7,-62.125,-62.90909091,-68.83333333,-71,-60.8,-57,-71,-72,-61.83333333,-53.16666667,-57.54545455,-57.4,99
-80.4,-82.875,-75.16666667,-72.8,-80.6,-70.66666667,-76.25,-70.2,-71.25,-73.44444444,-69.16666667,-72.33333333,-68.85714286,-71,-66,-74.25,-72.66666667,-75.8,-61.25,-67.66666667,-72.66666667,-62.8,-63.27272727,-62.5,-58.55555556,99
-74.8,-78.85714286,-74,-76.44444444,-79.71428571,-73.85714286,-65.8,-62,-66.84615385,-69.5,-68.2,-69.4,-72.09090909,-67.5,-73.5,-73.27272727,-65.75,-65.3,-60.57142857,-62.83333333,-68.5,-65.7,-58.33333333,-59.57142857,-51.71428571,99
-95.5,-89.25,-88.2,-94.7,-90.11111111,-93,-87.8,-84.33333333,-92,-92.46153846,-88.25,-77.875,-83.88888889,-89.6,-80,-80.54545455,-70.3,-76.125,-78.55555556,-81.2,-71,-64.33333333,-81,-80.71428571,-83.42857143,100
-93.5,-84.33333333,-88.5,-93,-92.3,-87.75,-80.6,-90.2,-93.66666667,-90,-87.08333333,-78,-86.5,-90.2,-86.625,-82.88888889,-79.9,-73.88888889,-77,-82.28571429,-70.3,-67.44444444,-79.5,-78,-86.61538462,100
-72.66666667,-83.25,-79,-83,-82.6,-91,-65.83333333,-69.5,-74,-80.88888889,-78.88888889,-78.83333333,-76.16666667,-77,-76.42857143,-64,-56.875,-62.83333333,-71.25,-68.75,-64,-58.55555556,-74,-63.42857143,-85.75,100
-76.33333333,-83.5,-81.5,-84.3,-74.6,-79.2,-75.09090909,-74.66666667,-77.45454545,-74.33333333,-72.23076923,-74,-74.375,-74.42857143,-83.16666667,-68.25,-67.14285714,-67.125,-68.85714286,-73,-58.55555556,-60.83333333,-67.8,-60.75,-77.44444444,100
-74.09090909,-79.66666667,-72,-75.28571429,-76,-75.42857143,-74,-69,-71.4,-78.66666667,-67.71428571,-69.69230769,-72.33333333,-72.45454545,-72.33333333,-67.125,-64,-63.66666667,-71.7,-70.18181818,-53.92307692,-50.53846154,-64.25,-55.42857143,-71.25,100
-69.76923077,-72.27272727,-76.4,-78,-77.875,-74.18181818,-65.36363636,-72.9,-66.44444444,-78.33333333,-60.28571429,-70,-68.6,-67.5,-69.58333333,-59.1,-58.28571429,-64.77777778,-71.125,-65.42857143,-48.7,-44.81818182,-62.83333333,-53.25,-74.66666667,101
-83.25,-74,-79.44444444,-84.16666667,-87.83333333,-74.5,-70,-79.625,-87,-80,-72.57142857,-71.66666667,-77,-81.4,-74.33333333,-70.5,-64.85714286,-62.33333333,-78.25,-75.9,-61.75,-52.5,-68.6,-59.5,-79,101
-73.5,-71.5,-75,-80.58333333,-79.66666667,-72.2,-66.4,-73.375,-71.22222222,-82.5,-69.72727273,-64.27272727,-65.3,-74,-74,-64.75,-53.41666667,-54.77777778,-70.18181818,-68.45454545,-56.07692308,-49.38461538,-66.73333333,-58.90909091,-77.08333333,101
-73.28571429,-71.14285714,-78.16666667,-78.3,-73,-69.55555556,-65.14285714,-70.25,-68.6,-85.16666667,-61.81818182,-63.92307692,-64.875,-69.66666667,-77.66666667,-63.3125,-60.25,-61.92307692,-71,-66.66666667,-55.6,-46.38461538,-69.77777778,-60.23076923,-79.875,101
-74.75,-72.77777778,-79.14285714,-74,-83.72727273,-70,-66.55555556,-67.64285714,-73,-72.5,-64.33333333,-67.08333333,-66.45454545,-74.45454545,-73.25,-61.5,-57.57142857,-58.09090909,-71.55555556,-69.46153846,-50.66666667,-44.8,-67.625,-65,-75.63636364,101
-88,-86,-87,-92.6,-88.33333333,-87.33333333,-80.33333333,-86,-91.5,-90.75,-83.28571429,-81,-85.16666667,-92.2,-82.83333333,-74.22222222,-69.125,-80,-88,-96.25,-72,-68.5,-85,-80.14285714,-84.8,102
-87.41666667,-92,-91.77777778,-91.25,-97,-86.54545455,-86.44444444,-85.1,-91.28571429,-80,-77.66666667,-79,-86.55555556,-92.7,-87.11111111,-74,-71,-77.5,-90.6,-92.6,-62.45454545,-74.63636364,-84.72727273,-78.7,-91.125,102
-85.33333333,-88.2,-87.92307692,-86.5,-94,-86.83333333,-80.11111111,-85.7,-92.33333333,-93.88888889,-82.44444444,-78.09090909,-88.77777778,-93.33333333,-85.28571429,-75.15384615,-68.11764706,-87,-87.85714286,-91.5,-65.125,-76.4,-91.16666667,-77,-88.11111111,102
-86.7,-86.75,-91.27272727,-86,-96.88888889,-81.71428571,-83.91666667,-87.85714286,-89.625,-92.5,-78.92307692,-80.11111111,-87.66666667,-91,-83.44444444,-77.69230769,-68.25,-79.42857143,-88.28571429,-90.92307692,-64.8,-83.18181818,-83.14285714,-77,-93.44444444,102
-80,-84.2,-86,-82.11111111,-77,-75,-73.25,-75,-84.33333333,-89.33333333,-75.625,-66.16666667,-76.4,-89.16666667,-83.16666667,-73.4,-58.81818182,-68.75,-78.25,-73.8,-54.81818182,-75.125,-73.91666667,-75.57142857,-86.57142857,102
-74,-73.5,-74.25,-74.14285714,-75.5,-74.85714286,-64.66666667,-64.8,-70.70588235,-70.125,-71.875,-72.28571429,-69,-73.57142857,-72.44444444,-62.45454545,-51.42857143,-62.33333333,-74,-67.57142857,-55,-53.44444444,-63.57142857,-61.125,-65.18181818,103
-77.42857143,-77.71428571,-72.66666667,-73.72727273,-85,-74.45454545,-65,-77.6,-73.44444444,-80.83333333,-66.375,-64.06666667,-66.8,-75.14285714,-72.88888889,-62.4,-53,-64.25,-71.92307692,-71,-61.13333333,-52.8,-71.66666667,-59.8,-68,103
-74.66666667,-79,-83.5,-84.71428571,-86,-75.625,-71.16666667,-66.625,-82.33333333,-80,-70.625,-67.2,-69.5,-75.5,-75,-60.72727273,-52.28571429,-72,-79.5,-80.375,-56.77777778,-60.54545455,-67,-62,-68.4,103
-87.5,-87,-90.09090909,-89.7,-95.8,-87.28571429,-85.4,-94.57142857,-85.5,-90,-84.66666667,-81.2,-87.66666667,-89.6,-86.57142857,-88.5,-65.7,-84.5,-86,-88.27272727,-66.27272727,-80.09090909,-82.875,-75.4,-83.81818182,103
-89.63636364,-82.81818182,-87,-93.4,-92.875,-88.55555556,-81.5,-78.42857143,-90.42857143,-94.625,-82.5,-82.55555556,-80.8,-87.25,-90.33333333,-81.5,-68.33333333,-77.15384615,-88.14285714,-88.2,-68.5,-67.46153846,-89.18181818,-74.6,-90.75,103
-79.9,-72,-80.28571429,-79.75,-74,-73.42857143,-70.9,-68.91666667,-71,-77.75,-69.07142857,-75,-69.28571429,-74.5,-70.5,-71.46153846,-67.66666667,-69.85714286,-70,-75.11111111,-53.9,-60.85714286,-59.28571429,-58.35714286,-66.9,104
-86,-73.8,-70.66666667,-73.8,-79.14285714,-76.25,-75.5,-72.77777778,-72.375,-78.5,-74.77777778,-70.33333333,-76.66666667,-71,-70.33333333,-68,-66.4,-62.14285714,-73,-70.77777778,-56.4,-57,-65.66666667,-56.88888889,-64.53333333,104
-84.25,-80.33333333,-79.33333333,-76.5,-80,-76.8,-74.25,-71.83333333,-73.5,-71,-71.5,-69.8,-67,-69,-71.42857143,-73,-70.125,-65.75,-70,-72.5,-62.75,-63.14285714,-61.71428571,-59.14285714,-69.125,104
-98.2,-88.6,-92.25,-88.77777778,-93.33333333,-81,-83.8,-92,-89.75,-96,-88.38461538,-84.54545455,-93.08333333,-84.6,-84,-86.14285714,-75.91666667,-77.6,-82,-82.71428571,-75.9,-77.125,-72,-69.625,-82.25,104
-95.28571429,-93.5,-87.66666667,-85.8,-96.75,-86.75,-90.2,-91.83333333,-92,-93.33333333,-88.625,-86,-87.36363636,-86.14285714,-87.33333333,-84.875,-83,-80,-83.5625,-86,-74.28571429,-71.45454545,-75.75,-73.54545455,-78.23076923,104
-87.57142857,-74.4,-87.22222222,-86.4,-82.66666667,-84,-81,-80.57142857,-80.45454545,-84.2,-75.66666667,-79.6,-75,-69.14285714,-75,-75.625,-74.22222222,-70.16666667,-74.8,-78.66666667,-73.57142857,-69.23076923,-71,-62.71428571,-81.33333333,105
-91,-84.2,-81,-88.85714286,-77.16666667,-77.83333333,-83,-83.375,-82.57142857,-87.57142857,-74.8,-81,-73.57142857,-75.71428571,-80,-79.4,-76.125,-64.66666667,-75.2,-83.1,-76.42857143,-68.71428571,-71.55555556,-65.83333333,-83.33333333,105
-77,-74,-74,-75.125,-71.71428571,-70.66666667,-67.33333333,-73,-68.9,-71.5,-64.5,-65,-61.9,-66,-68,-70.75,-61.54545455,-56.625,-59.5,-72.36363636,-63.33333333,-54.3,-60.11111111,-53,-70.64285714,105
-75.72727273,-75.42857143,-74.16666667,-72.71428571,-72.81818182,-73.22222222,-66.25,-71.21428571,-67.16666667,-73.5,-63.125,-68,-64.55555556,-63.8,-60.30769231,-67,-58.25,-54.875,-64.9,-79.66666667,-64.83333333,-52.27272727,-60.78571429,-51.875,-74.75,105
-81.75,-75.57142857,-78.5,-69.375,-73.2,-68.6,-67.14285714,-73.8,-66.5,-71.71428571,-64.33333333,-65.33333333,-68.46153846,-67.25,-62,-66.22222222,-63.63636364,-53.53846154,-66.28571429,-72.5,-62.18181818,-52.5,-67,-54.18181818,-70.83333333,105
-73.5,-67.75,-78.6,-76.2,-79.83333333,-70.5625,-65,-75.4,-78.57142857,-81.33333333,-70.84615385,-66.92857143,-66.25,-71.57142857,-71,-62.75,-52.8,-60.75,-70.4,-74.28571429,-52.9,-48.875,-70.63636364,-61.46153846,-77.7,106
-74.36363636,-68.875,-79.16666667,-75.33333333,-84,-74.09090909,-67,-70.25,-70,-75.375,-67.6,-64.5,-71,-72.375,-72.6,-63.18181818,-58.55555556,-61.18181818,-72,-71.85714286,-54.53846154,-63.08333333,-75.375,-61.44444444,-73.71428571,106
-77,-65.25,-78.375,-79.33333333,-75.85714286,-70.08333333,-71.33333333,-68.88888889,-72.3,-78.28571429,-67.33333333,-63.1,-71.66666667,-78.5,-65.66666667,-63,-57.88888889,-62.92307692,-70.625,-72.7,-52,-54.8,-74.57142857,-59.625,-68.8,106
-75.5,-69.78571429,-73.77777778,-78,-80,-68,-69.54545455,-67,-73.75,-78.63636364,-72.14285714,-63.66666667,-73.44444444,-72.42857143,-71,-61,-60.09090909,-70.85714286,-73.15384615,-70.75,-57.44444444,-56.5,-71.16666667,-58.83333333,-78.66666667,106
-91.33333333,-89.5,-87.75,-93.83333333,-80,-86.5,-84.5,-89.33333333,-90.33333333,-96.66666667,-82.57142857,-82.83333333,-87.57142857,-87,-90.66666667,-82.125,-68.57142857,-84.5,-85.57142857,-89,-63.85714286,-67.57142857,-84.42857143,-81,-90.42857143,106
-76.85714286,-73.78571429,-75.2,-74.33333333,-73.83333333,-70,-71.33333333,-71.64285714,-70.33333333,-73.5,-70.28571429,-67.7,-66,-72,-67.375,-65.5,-58,-68.8,-73,-70.25,-59.90909091,-57.4,-65.66666667,-65.42857143,-67.38461538,107
-76.88888889,-77.75,-79.77777778,-73.63636364,-81.66666667,-75.28571429,-75.66666667,-70.18181818,-78.75,-74.55555556,-72,-67.22222222,-70.33333333,-76.57142857,-69.08333333,-62.08333333,-56.13333333,-65.33333333,-72.42857143,-68,-57,-55.77777778,-67.18181818,-62.375,-68.875,107
-75.45454545,-76,-74,-71.33333333,-77.58333333,-75.36363636,-68.2,-72.75,-72.1,-76.25,-66.5,-70.8,-69.88888889,-73.6,-65.14285714,-70.625,-53.33333333,-60.22222222,-71.22222222,-67.5,-54.42857143,-58.58333333,-62.36363636,-58.85714286,-66.78571429,107
-92.5,-86.66666667,-93,-88,-95,-84.75,-88,-89,-89.2,-95.5,-80.16666667,-81.2,-80.33333333,-87.625,-83.33333333,-77.14285714,-69,-76,-83.625,-84,-69.16666667,-67.55555556,-90.4,-74.25,-84,107
-73.23076923,-77.07142857,-76.46153846,-70.75,-81.83333333,-73.875,-66,-76.55555556,-68.38461538,-78,-72.33333333,-64,-70.375,-77.57142857,-71.85714286,-65.66666667,-54.75,-66.18181818,-66.83333333,-70.83333333,-52.36363636,-54.4,-68.125,-64.81818182,-68.83333333,107
-81.5,-81.66666667,-75,-76,-76,-81.33333333,-78.33333333,-75.58333333,-70.33333333,-76.36363636,-68.2,-73,-68.75,-65.75,-63,-63.75,-65.75,-65.28571429,-62.5,-67.14285714,-66.875,-55.125,-59.66666667,-62.33333333,-64,108
-95,-91,-90.125,-88,-90.6,-89.42857143,-91,-87,-85.57142857,-91.33333333,-89.8,-85.14285714,-83.8,-88.5,-80,-76.5,-77.125,-83.16666667,-83.33333333,-79,-76.2,-69.38461538,-73.5,-78.125,-75.16666667,108
-98.66666667,-96.875,-90.8,-90.77777778,-97,-90.66666667,-91.44444444,-88.16666667,-93.14285714,-93.5,-88.75,-89.375,-88.92307692,-88.83333333,-80.6,-78.81818182,-85.57142857,-81.66666667,-78.25,-85.125,-81.72727273,-68.14285714,-73.11111111,-76.3,-74.75,108
-96.25,-92.75,-90,-94.85714286,-96,-92.5,-87.3,-84.4,-85.88888889,-89.57142857,-92.75,-86.44444444,-83.22222222,-86.58823529,-81.1,-77.55555556,-81.61538462,-78,-82.69230769,-85.85714286,-80.4,-74.14285714,-76,-71.09090909,-81.45454545,108
-98,-90,-85,-92.6,-93,-89.54545455,-93.28571429,-80.85714286,-84.16666667,-84,-87.85714286,-87.35714286,-82.46153846,-86,-78.4,-82.16666667,-82.77777778,-81.41666667,-78.375,-85.14285714,-75.5,-72.7,-75.36363636,-68.81818182,-78,108
-91.4,-91.75,-82.57142857,-87,-87.45454545,-91.66666667,-82.375,-82.9,-83.875,-90.75,-87.33333333,-86.66666667,-80.92307692,-89,-77,-83.14285714,-84.85714286,-77.13333333,-73,-85.625,-85.46153846,-73.6,-68.81818182,-65.77777778,-77.22222222,109
-90.4,-93.4,-84.66666667,-86.83333333,-87.66666667,-84.5,-89.45454545,-84.8,-79.625,-88.16666667,-84.71428571,-78.66666667,-86,-82.33333333,-78.85714286,-85.11111111,-77.5,-75.7,-70.23076923,-81.33333333,-87.28571429,-75.11111111,-67.90909091,-60.83333333,-79.22222222,109
-88.69230769,-91.25,-88.85714286,-93.66666667,-84.77777778,-89.88888889,-89.5,-79.5,-81.92857143,-85.36363636,-88,-87.33333333,-82.72727273,-83,-82.85714286,-85.83333333,-86,-72.83333333,-69.83333333,-85.125,-92.57142857,-78.5,-66.11111111,-60.25,-75.2,109
-90.4,-79.66666667,-79.25,-80,-81,-82.33333333,-83.07692308,-77,-75.85714286,-90.2,-79.85714286,-78.14285714,-79.125,-78.33333333,-66.25,-83,-74,-71.125,-64.125,-80.4,-81.5,-68.7,-65.625,-57,-75.6,109
-93.14285714,-95.25,-91.25,-83.33333333,-88.4,-89.14285714,-84,-83.25,-79.85714286,-88.375,-83.625,-87.125,-76.85714286,-81.16666667,-80.88888889,-85.5,-80.8,-71.57142857,-73.27272727,-80.42857143,-76.16666667,-70.28571429,-68.90909091,-62.66666667,-81,109
-92.15384615,-90.33333333,-87.77777778,-88.9,-86.16666667,-84.75,-79.33333333,-78.25,-89.66666667,-92,-80.55555556,-84.72727273,-75,-78.77777778,-84.55555556,-77.4,-72.88888889,-72.5,-75.18181818,-87.22222222,-81.44444444,-67.36363636,-80.375,-60.33333333,-84.6,110
-78.66666667,-89,-82,-74.42857143,-69.5,-77.55555556,-78.875,-74,-77.77777778,-88,-78,-71.125,-70.42857143,-80.16666667,-91.25,-78.7,-58.83333333,-66.41666667,-73.28571429,-85.55555556,-76.63636364,-56.30769231,-71.16666667,-55.4,-83.57142857,110
-79.75,-80.8,-70.75,-74.16666667,-82.16666667,-71.5,-74,-84,-76.7,-83.85714286,-71,-70.375,-73.2,-72.5,-78.44444444,-68.875,-64.4,-63.6,-72,-81,-68.5,-63.92307692,-70.71428571,-49.16666667,-79.25,110
-69.85714286,-75.63636364,-76.5,-73.13333333,-77.5,-69.44444444,-70.16666667,-65.5,-72.63636364,-74.77777778,-63.75,-66.54545455,-66.57142857,-73.8,-65.18181818,-62.71428571,-54.36363636,-63.22222222,-66.75,-70.66666667,-66.16666667,-55.66666667,-64.38461538,-43.06666667,-72.85714286,110
-72.57142857,-74.2,-77.83333333,-75,-74.16666667,-68.125,-73,-68.09090909,-74.14285714,-74.55555556,-61.7,-71.875,-66.54545455,-75.27272727,-69.33333333,-62.07692308,-55.45454545,-61.16666667,-65.81818182,-70.8,-61.07142857,-48.25,-61.08333333,-44.0625,-66.84615385,110
-85.5,-88.66666667,-87,-88.5,-89.33333333,-81.5,-80.6,-81.85714286,-86,-87.14285714,-75.2,-84.5,-80.83333333,-90.83333333,-82.5,-69,-82.5,-75.4,-76.6,-79,-70.8,-65.71428571,-73,-61.33333333,-76.5,111
-71.42857143,-74,-78.26666667,-73.14285714,-79.33333333,-73,-73.85714286,-70.5,-71.16666667,-79.5,-61.375,-64.21428571,-68.5,-73.71428571,-73.5,-58.28571429,-61,-62.5,-66.9,-69.09090909,-60.90909091,-54.53333333,-62.44444444,-49.23076923,-64.4,111
-71.57142857,-80.66666667,-76,-71,-75.22222222,-73.57142857,-74.22222222,-70.7,-76,-77.83333333,-60.25,-64.64285714,-62.16666667,-73.2,-75.8,-59.54545455,-64.14285714,-64.5,-69.14285714,-70.33333333,-61.75,-59.77777778,-61.5,-50.33333333,-75.66666667,111
-81.5,-72.09090909,-73.11111111,-70.33333333,-75.44444444,-69.5,-74.28571429,-71.53846154,-72.5,-75.75,-69.6,-69.85714286,-66.90909091,-71.125,-69.75,-61.54545455,-57.08333333,-61.83333333,-67.625,-73.71428571,-65.1,-53.42857143,-64.1,-57.83333333,-63.28571429,111
-74.5,-85.66666667,-76.375,-71.33333333,-75.7,-71.77777778,-77.09090909,-73.375,-75.42857143,-74.6,-63.44444444,-69.55555556,-70,-70,-67.5,-61.08333333,-56.9,-57.66666667,-70.66666667,-75.11111111,-61.46153846,-51.5,-63.33333333,-56.5,-64,111
-79.5,-78.125,-76.8,-76.11111111,-77.66666667,-76.75,-74.25,-71,-70,-71.875,-77,-69.88888889,-69.42857143,-68.71428571,-63.3125,-68.66666667,-62.18181818,-60,-67.22222222,-68.5,-59.69230769,-66.125,-66,-57.6,-49.75,112
-76.375,-74,-78,-71.125,-76,-75,-72.71428571,-74.90909091,-68.5,-74.71428571,-71.2,-71.875,-69.5,-69,-64.92857143,-67.33333333,-62.375,-67.1,-69.1,-68.125,-68.18181818,-60.69230769,-63.66666667,-53.125,-49.83333333,112
-76.77777778,-75.18181818,-76.85714286,-76.33333333,-76.33333333,-76.85714286,-76,-69.63636364,-67.53846154,-80.6,-72.875,-69.2,-70.6,-65.6,-69.28571429,-68.30769231,-67.58333333,-64.85714286,-67.9,-73.33333333,-64.8,-60.9,-60,-55.375,-54.9,112
-76.28571429,-76,-75.14285714,-80,-74.2,-71.14285714,-75.44444444,-77.28571429,-67.57142857,-74.27272727,-73.5,-75.66666667,-71,-69.25,-65.16666667,-66.88888889,-72.25,-61.83333333,-69,-75.88888889,-63.54545455,-61.5,-62.55555556,-56.3,-56.11111111,112
-83.5,-79.6,-89.5,-83.5,-81.83333333,-64.5,-84,-84.6,-79,-81.5,-81.3,-82.1,-79.6,-77.5,-71,-71.625,-68.33333333,-78.14285714,-80.42857143,-75,-72.5,-63.875,-71.66666667,-66.625,-66.42857143,112
-78.66666667,-78.28571429,-75.92307692,-67.5,-73.28571429,-71.83333333,-68.16666667,-69.5,-69.8,-76.9,-76.1,-72.41666667,-67.66666667,-62.7,-61.1,-67.57142857,-73.2,-63.17647059,-56.375,-56.83333333,-72.9,-68.83333333,-55.71428571,-55.66666667,-59.44444444,113
-80.14285714,-73.5,-70.55555556,-74.1,-74.75,-74,-71.85714286,-66.63636364,-66.9,-71.7,-69,-73.4,-70.66666667,-65,-59.07692308,-71.71428571,-66.81818182,-55.5,-54.76923077,-65.93333333,-69,-68.57142857,-54.5,-54.57142857,-56,113
-79.23076923,-74.75,-72,-72.33333333,-75.83333333,-75.8,-67.85714286,-65.77777778,-70.8,-66.75,-69.72727273,-68.33333333,-66,-64.33333333,-60.5,-73.15384615,-64.625,-63.63636364,-54.7,-59.875,-80,-63.8,-53.08333333,-59.375,-52.36363636,113
-89,-86.57142857,-87,-90.33333333,-90.75,-94,-87,-83.4,-81.57142857,-83,-90.2,-79,-78.33333333,-85,-74.66666667,-81.5,-84.625,-75.83333333,-71.44444444,-80.25,-87.2,-82.85714286,-68.83333333,-76,-72.71428571,113
-90.7,-85.09090909,-85.09090909,-88.57142857,-82,-92.75,-84.66666667,-80.42857143,-83.30769231,-89.5,-87.6,-82.14285714,-80.16666667,-82.44444444,-77.1,-92,-79.55555556,-72.36363636,-72,-76.66666667,-84.75,-79.25,-70.84615385,-70,-68.625,113
-73.5,-74.125,-73.75,-65.44444444,-75.81818182,-74.18181818,-70,-67,-75.71428571,-74,-71.55555556,-73.33333333,-74.125,-69.55555556,-66.4,-68.33333333,-58.58333333,-61.3,-72.09090909,-65.72727273,-64.27272727,-57.28571429,-57.75,-62.81818182,-65.77777778,114
-77.25,-78.1,-77.75,-66.15384615,-79.3,-78.375,-70.36363636,-69.71428571,-65.625,-70.5,-76.07142857,-71.22222222,-65.55555556,-69.08333333,-75.33333333,-63.55555556,-69.54545455,-64.1,-63.84615385,-60.1,-64.91666667,-58.3,-58.25,-64.09090909,-68.45454545,114
-78.5,-74,-76.42857143,-68.5,-76,-72.07692308,-72.14285714,-69.5,-68.25,-72.88888889,-70.25,-71.30769231,-66.16666667,-71.125,-71.5,-77,-57,-59.75,-62,-61.5,-69.8,-59,-58.16666667,-60.11111111,-66.6,114
-94,-82.5,-83,-84.5,-85.33333333,-81.83333333,-80,-81.14285714,-75,-88.6,-80.6,-82,-81.33333333,-83,-82,-71,-72.66666667,-71.28571429,-78.875,-76.4,-71.5,-72.2,-66.5,-60,-74.66666667,114
-94.5,-89.75,-88.42857143,-88.07692308,-89.4,-87.375,-86.90909091,-92.25,-86,-90.42857143,-88,-89.55555556,-79.42857143,-80.75,-85.5,-85.33333333,-76.16666667,-75,-75.375,-81.3,-80.11111111,-78,-70.875,-69.25,-76.7,114
-88.42857143,-93.14285714,-83.85714286,-93,-92.4,-84.33333333,-92.2,-82.64285714,-83.55555556,-88.33333333,-85.25,-89.8,-82.28571429,-87.36363636,-80,-75.5,-77.45454545,-75.27272727,-79.375,-75.875,-74.72727273,-71.33333333,-78.71428571,-69.46153846,-71.66666667,115
-89.2,-91.33333333,-90,-89.66666667,-92.4,-90.8,-94.33333333,-84.33333333,-87.27272727,-85.71428571,-88.14285714,-89.90909091,-81,-88.28571429,-82.57142857,-75.7,-82.44444444,-71.8,-77.22222222,-76.2,-72.3,-71.25,-70.47058824,-68.33333333,-79.77777778,115
